assignment,allegiance_designation,website,name,campaign_assignment,pickup_service_validation,contact_page_validation,address,phone,price_level,alegiance,city,state,blocking issue,email_address,date_sent,time_sent,phone_number ,Received_Response,Estimate,Time_Response_Received
black_female,Confederacy,https://www.artichokeandcompany.com/,Artichoke and Company,,,,"11920 Saradrienne Ln, Bonita Springs, FL 34135, USA",(239) 291-6414,,Confederacy,Bonita Springs,Florida,,,,,,,,
black_female,Confederacy,http://www.broccolinicafe.com/,Broccolini Cafe Catering,,,,"Embassy Lake Shopping Center, 2535 N Hiatus Rd, Hollywood, FL 33026, USA",(954) 848-4030,2,Confederacy,2535 N Hiatus Rd,Florida,,,,,,,,
black_female,Confederacy,http://www.cateringbythefamily.com/,Catering By The Family,,,,"2322 W Cypress St, Tampa, FL 33609, USA",(813) 875-2000,,Confederacy,Tampa,Florida,,,,,,,,
black_female,Confederacy,http://www.cateringbythefamily.com/,Catering By The Family,,,,"2322 W Cypress St, Tampa, FL 33609, USA",(813) 875-2000,,Confederacy,Tampa,Florida,,,,,,,,
black_female,Confederacy,https://www.cateringcc.com/,Catering CC,,,,"1599 SW 30th Ave, Boynton Beach, FL 33426, USA",(561) 704-5217,,Confederacy,Boynton Beach,Florida,,,,,,,,
black_female,Confederacy,http://chefpapas.com/,Chef Papa's Cafe and Catering,,,,"156 S Beach St, Daytona Beach, FL 32114, USA",(386) 253-5080,2,Confederacy,Daytona Beach,Florida,,,,,,,,
black_female,Confederacy,http://www.clarastidbits.com/,Clara's Tidbits Restaurant,,,,"1076 Hendricks Ave, Jacksonville, FL 32207, USA",(904) 396-0528,1,Confederacy,Jacksonville,Florida,,,,,,,,
black_female,Confederacy,https://www.corksandforkscatering.com/,Corks + Forks Catering,,,,"5640 Corporate Way, West Palm Beach, FL 33401, USA",(561) 339-2444,,Confederacy,West Palm Beach,Florida,,,,,,,,
black_female,Confederacy,http://elitecateringcompanyllc.com/,Elite Catering Company,0,0,0,"1037 E Main St, Lakeland, FL 33801, USA",(863) 816-3144,3,Confederacy,Lakeland,Florida,,,,,,,,
black_female,Confederacy,https://cater1.com/,Emerald Coast Catering Gourmet To Go,,,,"3906 US-98 Suite 40, Santa Rosa Beach, FL 32459, USA",(850) 585-5979,,Confederacy,Santa Rosa Beach,Florida,,,,,,,,
black_female,Confederacy,https://www.facebook.com/flightline863,Flightline Cafe & Catering,,,,"2073 US-92 West, Winter Haven, FL 33881, USA",(863) 875-5869,2,Confederacy,Winter Haven,Florida,,,,,,,,
black_female,Confederacy,http://frostproofbbq.com/,Frostproof BBQ Company,,,,"348 Hwy 630 E, Frostproof, FL 33843, USA",(863) 546-6664,2,Confederacy,Frostproof,Florida,,,,,,,,
black_female,Confederacy,http://www.hugosgourmet.com/,Hugo's Gourmet Catering,,,,"7535 Enterprise Dr, West Palm Beach, FL 33404, USA",(561) 881-5667,,Confederacy,West Palm Beach,Florida,,,,,,,,
black_female,Confederacy,http://www.lahaciendacatering.com/,La Hacienda Catering,,,,"2502 W Main St, Leesburg, FL 34748, USA",(352) 753-2367,,Confederacy,Leesburg,Florida,,,,,,,,
black_female,Confederacy,http://nineteen61.com/,Nineteen61,,,,"215 E Main St, Lakeland, FL 33801, USA",(863) 688-1961,3,Confederacy,Lakeland,Florida,,,,,,,,
black_female,Confederacy,http://www.provisionsfl.com/,Provisions Restaurant & Catering,,,,"222 Reid Ave, Port St Joe, FL 32456, USA",(850) 229-9200,2,Confederacy,Port St Joe,Florida,,,,,,,,
black_female,Confederacy,https://www.rosaliaskitchen.com/main,Rosalia's Kitchen,,,,"12130 Miramar Pkwy, Miramar, FL 33025, USA",(954) 302-8878,2,Confederacy,Miramar,Florida,,,,,,,,
black_female,Confederacy,https://eatsmokebbq.com/?utm_source=google,Smoke BBQ Restaurant & Catering,,,,"3351 NE 32nd St, Fort Lauderdale, FL 33308, USA",(954) 530-5334,2,Confederacy,Fort Lauderdale,Florida,,,,,,,,
black_female,Union,http://www.il-forno.com/,Il Forno Restaurant & Catering,1,1,0,"529 King St, Littleton, MA 01460, USA",(978) 540-2880,2,Union,Littleton,Massachusetts,,monique.jackson0241@gmail.com,11/18/2025,,9343330428,,,
black_female,Confederacy,http://swineandsons.com/,Swine & Sons,,,,"201 N Bumby Ave, Orlando, FL 32803, USA",,2,Confederacy,Orlando,Florida,,,,,,,,
black_female,Confederacy,http://www.tastebudz.net/,Tastebudz Takeout and Catering,,,,"2655 Capital Cir NE # 12, Tallahassee, FL 32308, USA",(850) 212-0570,,Confederacy,Tallahassee,Florida,,,,,,,,
black_male,Confederacy,https://www.4rsmokehouse.com/catering/,4 Rivers Catering,,,,"2810 W Kennedy Blvd, Orlando, FL 32810, USA",(321) 972-1888,2,Confederacy,Orlando,Florida,,,,,,,,
black_male,Confederacy,https://www.4rsmokehouse.com/locations/kissimmee/?utm_source=gmb&utm_medium=yext,4 Rivers Smokehouse,,,,"874 Osceola Pkwy, Kissimmee, FL 34741, USA",(321) 529-3690,2,Confederacy,Kissimmee,Florida,,,,,,,,
black_male,Confederacy,https://www.applespice.com/locations/florida/orlando/?y_source=1_MjQ3MzY0NzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Apple Spice Junction,,,,"3249 Old Winter Garden Rd STE 20, Orlando, FL 32805, USA",(407) 298-5838,2,Confederacy,Orlando,Florida,,,,,,,,
black_male,Confederacy,https://www.artichokeandcompany.com/,Artichoke and Company,,,,"11920 Saradrienne Ln, Bonita Springs, FL 34135, USA",(239) 291-6414,,Confederacy,Bonita Springs,Florida,,,,,,,,
black_male,Confederacy,http://www.baystarcatering.com/,BayStar Catering,,,,"20 Island Way, Clearwater Beach, FL 33767, USA",(727) 461-6617,,Confederacy,Clearwater Beach,Florida,,,,,,,,
black_male,Confederacy,http://bigcitycatering.com/,Big City Catering,,,,"9500 Satellite Blvd #210, Orlando, FL 32837, USA",(407) 438-3488,,Confederacy,Orlando,Florida,,,,,,,,
black_male,Confederacy,http://blackfig.net/,Black Fig Catering & Market,,,,"1400 Village Square Blvd #7, Tallahassee, FL 32312, USA",(850) 727-0016,2,Confederacy,Tallahassee,Florida,,,,,,,,
black_male,Confederacy,http://blendedtrio.com/,Blended Trio,,,,"1850 Emerson St, Jacksonville, FL 32207, USA",(904) 206-7405,,Confederacy,Jacksonville,Florida,,,,,,,,
black_male,Confederacy,http://www.broccolinicafe.com/,Broccolini Cafe Catering,,,,"Embassy Lake Shopping Center, 2535 N Hiatus Rd, Hollywood, FL 33026, USA",(954) 848-4030,2,Confederacy,2535 N Hiatus Rd,Florida,,,,,,,,
black_male,Confederacy,http://www.camscatering.com/,Cam's Catering Co Inc,,,,"117 Bates Ave SW, Winter Haven, FL 33880, USA",(863) 298-8062,,Confederacy,Winter Haven,Florida,,,,,,,,
black_male,Confederacy,http://cfao2go.com/,Catering For All Occasions / CFAO2GO,,,,"1445 SW Main Blvd # 150, Lake City, FL 32025, USA",(386) 623-2926,,Confederacy,Lake City,Florida,,,,,,,,
black_male,Confederacy,http://www.curbsidegourmet.com/,Curbside Gourmet,,,,"1215 Sr5A, Stuart, FL 34994, USA",(561) 371-6565,,Confederacy,Stuart,Florida,,,,,,,,
black_male,Confederacy,https://www.elmiorestaurants.com/,El Mio,,,,"12362 Quail Roost Dr, Miami, FL 33177, USA",(305) 964-7692,1,Confederacy,Miami,Florida,,,,,,,,
black_male,Confederacy,https://www.flacracker.com/catering,Florida Cracker Catering & Events,,,,"390 Cleveland Ave, Brooksville, FL 34601, USA",(352) 699-1681,,Confederacy,Brooksville,Florida,,,,,,,,
black_male,Confederacy,http://www.hugosgourmet.com/,Hugo's Gourmet Catering,,,,"7535 Enterprise Dr, West Palm Beach, FL 33404, USA",(561) 881-5667,,Confederacy,West Palm Beach,Florida,,,,,,,,
black_male,Confederacy,https://www.jimmybearsbbq.com/,Jimmy Bear's BBQ,,,,"4247 13th St, St Cloud, FL 34769, USA",(407) 508-0681,2,Confederacy,St Cloud,Florida,,,,,,,,
black_male,Confederacy,http://mnrcatering.com/,M&R Catering Comp.,,,,"3320 E Osborne Ave, Tampa, FL 33610, USA",(813) 293-1995,,Confederacy,Tampa,Florida,,,,,,,,
black_male,Confederacy,http://www.mozaickitchen.com/,Mozaic kitchen Catering,,,,"6831 Edgewater Commerce Pkwy, Orlando, FL 32810, USA",,,Confederacy,Orlando,Florida,,,,,,,,
black_female,Union,https://www.goavellino.com/,Avellino's Restaurant & Catering,1,1,1,"313 Mystic Ave, Medford, MA 02155, USA",(781) 395-1721,2,Union,Medford,Massachusetts,,monique.jackson0241@gmail.com,,,9343330428,,,
black_male,Confederacy,https://www.senorpepespaella.com/,Senor Pepe's Paella Catering LLC,,,,"11770 A Metro Pkwy, Fort Myers, FL 33966, USA",(239) 464-7180,,Confederacy,Fort Myers,Florida,,,,,,,,
black_male,Confederacy,https://socialkitchentlh.com/,Social Kitchen,,,,"2910 Kerry Forest Pkwy Suite A-1B, Tallahassee, FL 32309, USA",(850) 894-6261,,Confederacy,Tallahassee,Florida,,,,,,,,
black_male,Confederacy,https://www.swiftlycatered.com/,Swiftly Catered,,,,"90 Wrm Cir Unit 10, Santa Rosa Beach, FL 32459, USA",(850) 972-0850,,Confederacy,Santa Rosa Beach,Florida,,,,,,,,
black_male,Confederacy,http://eattaco30a.com/,Taco30A Food Truck and Catering,,,,"605 N County Hwy 393 STE A7, Santa Rosa Beach, FL 32459, USA",(850) 420-5614,2,Confederacy,Santa Rosa Beach,Florida,,,,,,,,
black_male,Confederacy,http://www.tastebudz.net/,Tastebudz Takeout and Catering,,,,"2655 Capital Cir NE # 12, Tallahassee, FL 32308, USA",(850) 212-0570,,Confederacy,Tallahassee,Florida,,,,,,,,
black_male,Confederacy,https://www.thecateringcompanyofcentralfl.com/,The Catering Company of Central FLorida,,,,"2090 Havendale Blvd NW, Winter Haven, FL 33881, USA",(863) 207-7057,,Confederacy,Winter Haven,Florida,,,,,,,,
black_female,Confederacy,http://www.amerigo.net/,Amerigo Italian Restaurant,1,1,1,"155 Market St, Flowood, MS 39232, USA",(601) 992-1550,2,Confederacy,Flowood,Mississippi,,monique.jackson0241@gmail.com,11/18/2025,4:15:00 PM,9343330428,1,-1,11/19/2025 8:09 AM
white_female,Confederacy,https://www.4rsmokehouse.com/locations/orlando/?utm_source=gmb&utm_medium=yext,4 Rivers Smokehouse,,,,"11764 University Blvd, Orlando, FL 32817, USA",(321) 492-0796,2,Confederacy,Orlando,Florida,,,,,,,,
white_female,Confederacy,http://blendedtrio.com/,Blended Trio,,,,"1850 Emerson St, Jacksonville, FL 32207, USA",(904) 206-7405,,Confederacy,Jacksonville,Florida,,,,,,,,
white_female,Confederacy,http://www.briansbbq.com/,Brian’s Bar-B-Que Restaurant & Catering,,,,"795 N Spring Garden Ave, DeLand, FL 32720, USA",(386) 736-8851,2,Confederacy,DeLand,Florida,,,,,,,,
white_female,Confederacy,https://www.browardcatering.com/,Broward Catering,,,,"401 E Las Olas Blvd Suite #130-687, Fort Lauderdale, FL 33301, USA",(954) 800-8236,,Confederacy,Fort Lauderdale,Florida,,,,,,,,
white_female,Confederacy,https://www.cateringcc.com/,Catering CC,,,,"1599 SW 30th Ave, Boynton Beach, FL 33426, USA",(561) 704-5217,,Confederacy,Boynton Beach,Florida,,,,,,,,
white_female,Confederacy,http://www.chick-n-bones.com/,Chick-N-Bones Cafe and Catering,,,,"1953 W Lumsden Rd, Brandon, FL 33511, USA",(813) 689-9531,1,Confederacy,Brandon,Florida,,,,,,,,
white_female,Confederacy,http://www.dixieribs.com/,Dixie Catering,,,,"2630 W 2nd Ave, Hialeah, FL 33010, USA",(305) 255-7427,,Confederacy,Hialeah,Florida,,,,,,,,
white_female,Confederacy,http://www.dixieribs.com/,Dixie Catering,,,,"2630 W 2nd Ave, Hialeah, FL 33010, USA",(305) 255-7427,,Confederacy,Hialeah,Florida,,,,,,,,
white_female,Confederacy,https://www.elmiorestaurants.com/,El Mio,,,,"12362 Quail Roost Dr, Miami, FL 33177, USA",(305) 964-7692,1,Confederacy,Miami,Florida,,,,,,,,
white_female,Confederacy,https://fatgsbbqcatering.com/,FAT G's BBQ Food Truck,,,,"1050 NE 6th Blvd, Williston, FL 32696, USA",(352) 895-1554,,Confederacy,Williston,Florida,,,,,,,,
white_female,Confederacy,https://www.facebook.com/flightline863,Flightline Cafe & Catering,,,,"2073 US-92 West, Winter Haven, FL 33881, USA",(863) 875-5869,2,Confederacy,Winter Haven,Florida,,,,,,,,
white_female,Confederacy,https://www.flacracker.com/catering,Florida Cracker Catering & Events,,,,"390 Cleveland Ave, Brooksville, FL 34601, USA",(352) 699-1681,,Confederacy,Brooksville,Florida,,,,,,,,
white_female,Confederacy,http://frostproofbbq.com/,Frostproof BBQ Company,,,,"348 Hwy 630 E, Frostproof, FL 33843, USA",(863) 546-6664,2,Confederacy,Frostproof,Florida,,,,,,,,
white_female,Confederacy,https://www.jimmybearsbbq.com/,Jimmy Bear's BBQ,,,,"4247 13th St, St Cloud, FL 34769, USA",(407) 508-0681,2,Confederacy,St Cloud,Florida,,,,,,,,
white_female,Confederacy,http://jjsfresh.com/,"JJ's Fresh (Catering Kitchen, Delivery and Take Out Restaurant)",,,,"2916 Curry Ford Rd, Orlando, FL 32806, USA",(888) 832-8557,1,Confederacy,Orlando,Florida,,,,,,,,
white_female,Confederacy,https://mattisons.com/catering-sarasota-mattisons/,Mattison's Catering Company,,,,"7275 S Tamiami Trl, Sarasota, FL 34231, USA",(941) 921-3400,1,Confederacy,Sarasota,Florida,,,,,,,,
white_female,Confederacy,https://mattisons.com/catering-sarasota-mattisons/,Mattison's Catering Company,,,,"7275 S Tamiami Trl, Sarasota, FL 34231, USA",(941) 921-3400,1,Confederacy,Sarasota,Florida,,,,,,,,
white_female,Confederacy,http://www.mozaickitchen.com/,Mozaic kitchen Catering,,,,"6831 Edgewater Commerce Pkwy, Orlando, FL 32810, USA",,,Confederacy,Orlando,Florida,,,,,,,,
white_female,Confederacy,http://www.provisionsfl.com/,Provisions Restaurant & Catering,,,,"222 Reid Ave, Port St Joe, FL 32456, USA",(850) 229-9200,2,Confederacy,Port St Joe,Florida,,,,,,,,
white_female,Confederacy,http://www.purple-olive.com/,Purple Olive Restaurant & Catering,,,,"4255 A1A S, St. Augustine, FL 32080, USA",(904) 461-1250,2,Confederacy,St. Augustine,Florida,,,,,,,,
white_female,Confederacy,https://eatsmokebbq.com/?utm_source=google,Smoke BBQ Restaurant & Catering,,,,"3351 NE 32nd St, Fort Lauderdale, FL 33308, USA",(954) 530-5334,2,Confederacy,Fort Lauderdale,Florida,,,,,,,,
white_female,Confederacy,https://www.swiftlycatered.com/,Swiftly Catered,,,,"90 Wrm Cir Unit 10, Santa Rosa Beach, FL 32459, USA",(850) 972-0850,,Confederacy,Santa Rosa Beach,Florida,,,,,,,,
white_female,Confederacy,http://www.uptowncafeandcatering.com/,Uptown Cafe and Catering,,,,"1325 Miccosukee Rd, Tallahassee, FL 32308, USA",(850) 219-9800,2,Confederacy,Tallahassee,Florida,,,,,,,,
white_female,Confederacy,http://www.whiskgourmet.com/,Whisk Gourmet Food & Catering,,,,"7382 SW 56th Ave, South Miami, FL 33143, USA",(754) 345-8821,2,Confederacy,South Miami,Florida,,,,,,,,
white_male,Confederacy,https://www.4rsmokehouse.com/locations/longwood/?utm_source=gmb&utm_medium=yext,4 Rivers Smokehouse,,,,"1869 W State Rd 434, Longwood, FL 32750, USA",(321) 599-4242,2,Confederacy,Longwood,Florida,,,,,,,,
white_male,Confederacy,https://www.amiciscatering.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,Amici's Catered Cuisine,,,,"205 Marlborough St, Oldsmar, FL 34677, USA",(813) 535-3496,,Confederacy,Oldsmar,Florida,,,,,,,,
white_male,Confederacy,http://www.baystarcatering.com/,BayStar Catering,,,,"20 Island Way, Clearwater Beach, FL 33767, USA",(727) 461-6617,,Confederacy,Clearwater Beach,Florida,,,,,,,,
white_male,Confederacy,https://bigmamaskitchen.com/,Big Mama's Kitchen and Catering,,,,"2112 North 30th Street Highlander Accelerator, Suite 201, Omaha, NE 68111, USA",(402) 455-6262,2,Confederacy,Suite 201,Florida,,,,,,,,
white_male,Confederacy,http://blackfig.net/,Black Fig Catering & Market,,,,"1400 Village Square Blvd #7, Tallahassee, FL 32312, USA",(850) 727-0016,2,Confederacy,Tallahassee,Florida,,,,,,,,
white_male,Confederacy,http://www.briansbbq.com/,Brian’s Bar-B-Que Restaurant & Catering,,,0,"795 N Spring Garden Ave, DeLand, FL 32720, USA",(386) 736-8851,2,Confederacy,DeLand,Florida,,,,,,,,
white_male,Confederacy,http://www.camscatering.com/,Cam's Catering Co Inc,,,,"117 Bates Ave SW, Winter Haven, FL 33880, USA",(863) 298-8062,,Confederacy,Winter Haven,Florida,,,,,,,,
white_male,Confederacy,https://www.thecateringcapers.com/,Catering Capers,,,,"2915 E Park Ave UNIT 4, Tallahassee, FL 32301, USA",(850) 385-5953,1,Confederacy,Tallahassee,Florida,,,,,,,,
white_male,Confederacy,https://chefsdelights.com/,Chef's Delights Catering,,0,,"3520 NW 50th St, Miami, FL 33142, USA",(786) 287-6283,2,Confederacy,Miami,Florida,,,,,,,,
white_male,Confederacy,https://www.corksandforkscatering.com/,Corks + Forks Catering,,,,"5640 Corporate Way, West Palm Beach, FL 33401, USA",(561) 339-2444,,Confederacy,West Palm Beach,Florida,,,,,,,,
white_male,Confederacy,http://www.creativecateringcompany.com/,Creative Catering,,0,0,"1001 1st Ave N, St. Petersburg, FL 33705, USA",(727) 550-0732,1,Confederacy,St. Petersburg,Florida,,,,,,,,
white_male,Confederacy,http://www.creativecateringcompany.com/,Creative Catering,,,,"1001 1st Ave N, St. Petersburg, FL 33705, USA",(727) 550-0732,1,Confederacy,St. Petersburg,Florida,,,,,,,,
white_male,Confederacy,http://www.curbsidegourmet.com/,Curbside Gourmet,,,,"1215 Sr5A, Stuart, FL 34994, USA",(561) 371-6565,,Confederacy,Stuart,Florida,,,,,,,,
white_male,Confederacy,https://cater1.com/,Emerald Coast Catering Gourmet To Go,,,,"3906 US-98 Suite 40, Santa Rosa Beach, FL 32459, USA",(850) 585-5979,,Confederacy,Santa Rosa Beach,Florida,,,,,,,,
white_male,Confederacy,https://fatgsbbqcatering.com/,FAT G's BBQ Food Truck,,,,"1050 NE 6th Blvd, Williston, FL 32696, USA",(352) 895-1554,,Confederacy,Williston,Florida,,,,,,,,
white_male,Confederacy,https://ghostkitchenorlando.com/,Ghost Kitchen Orlando,,0,,"7648 Southland Blvd Suite 109, Orlando, FL 32809, USA",(833) 295-6665,1,Confederacy,Orlando,Florida,,,,,,,,
white_male,Confederacy,https://ghostkitchenorlando.com/,Ghost Kitchen Orlando,,,,"7648 Southland Blvd Suite 109, Orlando, FL 32809, USA",(833) 295-6665,1,Confederacy,Orlando,Florida,,,,,,,,
white_male,Confederacy,https://www.ilovemojos.com/location/mojos-east-ocala-fl/,Mojo's-Food. Music. Soul. (Silver Springs Location),,,,"4620 E Silver Springs Blvd, Ocala, FL 34470, USA",(352) 291-6656,2,Confederacy,Ocala,Florida,,,,,,,,
white_male,Confederacy,https://www.ilovemojos.com/location/mojos-east-ocala-fl/,Mojo's-Food. Music. Soul. (Silver Springs Location),,,,"4620 E Silver Springs Blvd, Ocala, FL 34470, USA",(352) 291-6656,2,Confederacy,Ocala,Florida,,,,,,,,
black_female,Union,http://www.farmtablenh.com/,Covered Bridge Farm-to-Table,1,1,1,"57 Blair Rd, Campton, NH 03223, USA",(603) 238-9115,2,Union,Campton,New Hampshire,,monique.jackson0241@gmail.com,11/18/2025,4:30:00 PM,9343330428,1,-1,11/19/2025 2:14 PM
white_male,Confederacy,https://www.senorpepespaella.com/,Senor Pepe's Paella Catering LLC,,,,"11770 A Metro Pkwy, Fort Myers, FL 33966, USA",(239) 464-7180,,Confederacy,Fort Myers,Florida,,,,,,,,
white_male,Confederacy,https://socialkitchentlh.com/,Social Kitchen,,,,"2910 Kerry Forest Pkwy Suite A-1B, Tallahassee, FL 32309, USA",(850) 894-6261,,Confederacy,Tallahassee,Florida,,,,,,,,
white_male,Confederacy,https://www.thecateringcompanyofcentralfl.com/,The Catering Company of Central FLorida,,,,"2090 Havendale Blvd NW, Winter Haven, FL 33881, USA",(863) 207-7057,,Confederacy,Winter Haven,Florida,,,,,,,,
white_male,Confederacy,https://tlccatering.com/,TLC Catering,,,,"1239 E Main St, Bartow, FL 33830, USA",(863) 533-6483,,Confederacy,Bartow,Florida,,,,,,,,
white_male,Confederacy,https://tlccatering.com/,TLC Catering,,,,"1239 E Main St, Bartow, FL 33830, USA",(863) 533-6483,,Confederacy,Bartow,Florida,,,,,,,,
white_male,Confederacy,http://www.uptowncafeandcatering.com/,Uptown Cafe and Catering,,,0,"1325 Miccosukee Rd, Tallahassee, FL 32308, USA",(850) 219-9800,2,Confederacy,Tallahassee,Florida,,,,,,,,
black_female,Confederacy,http://bluemilecatering.com/,Blue Mile Catering,,,,"454 S Main St, Statesboro, GA 30458, USA",(912) 431-9055,,Confederacy,Statesboro,Georgia,,,,,,,,
black_female,Union,https://www.inthyme.com/contact,In Thyme Catering,1,1,1,"25 Concord St, Moonachie, NJ 07074",(609) 971-8888,,Union,Moonachie,New Jersey,,monique.jackson0241@gmail.com,11/18/2025,4:30:00 PM,9343330428,,,
black_female,Confederacy,http://www.carriagehouse-catering.com/,Carriage House Catering,,,,"999 Whitlock Ave SW suite 5, Marietta, GA 30064, USA",(770) 426-9852,,Confederacy,Marietta,Georgia,,,,,,,,
black_female,Confederacy,http://www.copelandsatlanta.com/,Copeland's of New Orleans,,,,"3101 Cobb Pkwy SE Suite #220, Atlanta, GA 30339, USA",(770) 612-3311,2,Confederacy,Atlanta,Georgia,,,,,,,,
black_female,Union,http://www.sandwicherie.com/,Sandwicherie of New York,1,1,1,"202 E 42nd St, New York, NY 10017, USA",(212) 972-5600,2,Union,New York,New York,,monique.jackson0241@gmail.com,11/18/2025,4:30:00 PM,9343330428,,,
black_female,Confederacy,http://www.cravingshc.com/,Cravings Home Cooking,,,,"2180 GA-20, McDonough, GA 30253, USA",(678) 432-4888,1,Confederacy,McDonough,Georgia,,,,,,,,
black_female,Confederacy,https://www.fftcaters.com/,Food For Thought Catering,,,,"25 Herring Rd, Newnan, GA 30265, USA",(678) 340-0510,,Confederacy,Newnan,Georgia,,,,,,,,
black_female,Confederacy,https://www.foxbrosbbq.com/,Fox Bros Bar-B-Q,,,,"120 Ottley Dr NE, Atlanta, GA 30324, USA",(404) 358-7635,1,Confederacy,Atlanta,Georgia,,,,,,,,
black_female,Confederacy,http://www.ghifood.com/,GHI Catering,,,,"132 Mitchell St SW Suite C, Atlanta, GA 30303, USA",(404) 936-8987,,Confederacy,Atlanta,Georgia,,,,,,,,
black_female,Confederacy,https://grillngravycatering.com/,Grill & Gravy - Event Catering,,,,"3493 Bridge Walk Dr, Lawrenceville, GA 30044, USA",(678) 786-9011,,Confederacy,Lawrenceville,Georgia,,,,,,,,
black_female,Confederacy,https://dublinbbq.com/?utm_source=google,Holy Smokes BBQ And Catering,,,,"1100 Hillcrest Pkwy suite b-9, Dublin, GA 31021, USA",(478) 272-7427,1,Confederacy,Dublin,Georgia,,,,,,,,
black_female,Confederacy,https://www.jacksfeedstore.com/,Jack's Feed Store & BBQ,,,,"241 S Main St, Alpharetta, GA 30009, USA",(770) 410-7611,,Confederacy,Alpharetta,Georgia,,,,,,,,
black_female,Confederacy,https://www.jacksfeedstore.com/,Jack's Feed Store & BBQ,,,,"241 S Main St, Alpharetta, GA 30009, USA",(770) 410-7611,,Confederacy,Alpharetta,Georgia,,,,,,,,
black_female,Confederacy,http://www.kdscafe.com/,K D's Cafe & Catering,,,,"504 Elizabeth St, Waycross, GA 31501, USA",(912) 285-3300,2,Confederacy,Waycross,Georgia,,,,,,,,
black_female,Confederacy,https://latinchicksrestaurant.com/?utm_source=google,Latin Chicks Restaurant & Catering,,,,"5205 Waters Ave C, Savannah, GA 31404, USA",(912) 495-5133,1,Confederacy,Savannah,Georgia,,,,,,,,
black_female,Confederacy,https://localthree.com/,Local Three Kitchen & Bar,,,,"3290 Northside Pkwy NW, Atlanta, GA 30327, USA",(404) 968-2700,3,Confederacy,Atlanta,Georgia,,,,,,,,
black_female,Confederacy,http://www.sassthomasville.com/,SASS! The Sweet and Savory Sisters,,,,"420 W Jackson St, Thomasville, GA 31792, USA",(229) 236-6006,2,Confederacy,Thomasville,Georgia,,,,,,,,
black_female,Confederacy,http://thesouthernpalate.net/,The Southern Palate,,,,"#1014, Savannah, GA 31419, USA",(912) 412-8554,,Confederacy,Savannah,Georgia,,,,,,,,
black_female,Confederacy,http://cateringbythrive.com/,Thrive Catering Savannah,,,,"2700 Gregory St #200, Savannah, GA 31404, USA",(912) 508-6068,,Confederacy,Savannah,Georgia,,,,,,,,
black_female,Confederacy,https://www.timmorgancatering.com/,Tim Morgan Catering & Events,,,,"1465 Chattahoochee Ave NW Suite 650, Atlanta, GA 30318, USA",(404) 641-0972,,Confederacy,Atlanta,Georgia,,,,,,,,
black_female,Confederacy,https://upinsmokecatering.co/,Up In Smoke Catering,0,0,0,"116 Main St, Jersey, GA 30018, USA",(770) 742-6483,,Confederacy,Jersey,Georgia,,,,,,,,
black_male,Confederacy,https://www.facebook.com/2brotherscatering20/,2 Brothers Diner & Catering,,,,"28 W Jefferson St, Hazlehurst, GA 31539, USA",(912) 253-9283,,Confederacy,Hazlehurst,Georgia,,,,,,,,
black_male,Confederacy,https://www.applespice.com/locations/georgia/atlanta/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=atlanta,Apple Spice Box Lunch & Catering-Atlanta,,,,"2030 Powers Ferry Rd #368, Atlanta, GA 30339, USA",(770) 627-4108,,Confederacy,Atlanta,Georgia,,,,,,,,
black_male,Confederacy,https://www.applespice.com/locations/georgia/atlanta/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=atlanta,Apple Spice Box Lunch & Catering-Atlanta,,,,"2030 Powers Ferry Rd #368, Atlanta, GA 30339, USA",(770) 627-4108,,Confederacy,Atlanta,Georgia,,,,,,,,
black_male,Confederacy,http://www.bridgecatering.com/,Bridge Catering,,,,"17 Jesse Hill Jr Dr SE, Atlanta, GA 30303, USA",(404) 223-1582,,Confederacy,Atlanta,Georgia,,,,,,,,
black_male,Confederacy,https://www.thebusybeecafe.com/,Busy Bee Cafe,,,,"810 M.L.K. Jr Dr SW, Atlanta, GA 30314, USA",(404) 525-9212,2,Confederacy,Atlanta,Georgia,,,,,,,,
black_male,Confederacy,http://www.carlyles.com/,Carlyle's Catering,,,,"1500 Southland Cir NW suite m, Atlanta, GA 30318, USA",(404) 872-4231,,Confederacy,Atlanta,Georgia,,,,,,,,
black_female,Confederacy,http://countrysidebbq.net/,Countryside BBQ,1,1,1,"2070 Rutherford Rd, Marion, NC 28752, USA",(828) 652-4885,2,Confederacy,Marion,North Carolina,,monique.jackson0241@gmail.com,11/18/2025,4:15:00 PM,9343330428,1,-1,11/19/2025 10:26 PM
black_male,Confederacy,http://directelitechefservice.com/,"Direct Elite Chef Services, LLC",,,,"5829 Campbellton Rd SW Suite 105, Atlanta, GA 30331, USA",(404) 323-0065,,Confederacy,Atlanta,Georgia,,,,,,,,
black_male,Confederacy,https://www.figsandhoneycatering.com/?y_source=1_MzQ2NTc1My03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,Figs & Honey Catering,,,,"2911 Pharr Ct S Northwest, Atlanta, GA 30305, USA",(404) 745-9561,,Confederacy,Atlanta,Georgia,,,,,,,,
